FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
230523;0900;13;;
230523;1000;16;;
230523;1100;16;;
230523;1200;9;;
230523;1300;14;;
230523;1400;27;;
230523;1500;10;;
230523;1600;20;;
230523;1700;24;;
230523;1800;13;;
230523;1900;16;;
230523;2000;14;;
230523;2100;15;;
230523;2200;12;;
230523;2300;13;;
230524;0000;20;;
230524;0100;9;;
230524;0200;17;;
230524;0300;8;;
230524;0400;6;;
230524;0500;11;;
230524;0600;13;;
230524;0700;11;;
230524;0800;11;;
230524;0900;12;;
230524;1000;11;;
230524;1100;14;;
230524;1200;15;;
230524;1300;27;;
230524;1400;23;;
230524;1500;32;;
230524;1600;19;;
230524;1700;21;;
230524;1800;22;;
230524;1900;26;;
230524;2000;28;;
230524;2100;32;;
230524;2200;31;;
230524;2300;26;;
230525;0000;27;;
230525;0100;27;;
230525;0200;26;;
230525;0300;22;;
230525;0400;22;;
230525;0500;21;;
230525;0600;19;;
230525;0700;22;;
230525;0800;24;;
230525;0900;27;;
230525;1000;24;;
230525;1100;42;;
230525;1200;39;;
230525;1300;30;;
230525;1400;39;;
230525;1500;53;;
230525;1600;9;;
230525;1700;4;;
230525;1800;2;;
230525;1900;1;;
230525;2000;1;;
230525;2100;3;;
230525;2200;8;;
230525;2300;6;;
230526;0000;3;;
230526;0100;3;;
230526;0200;4;;
230526;0300;2;;
230526;0400;4;;
230526;0500;6;;
230526;0600;6;;
230526;0700;5;;
230526;0800;9;;
230526;0900;9;;
230526;1000;13;;
230526;1100;14;;
230526;1200;14;;
230526;1300;10;;
230526;1400;21;;
230526;1500;19;;
230526;1600;19;;
230526;1700;18;;
230526;1800;20;;
230526;1900;21;;
230526;2000;20;;
230526;2100;25;;
230526;2200;24;;
230526;2300;21;;
230527;0000;25;;
230527;0100;20;;
230527;0200;19;;
230527;0300;23;;
230527;0400;30;;
230527;0500;25;;
230527;0600;16;;
230527;0700;16;;
230527;0800;27;;
230527;0900;20;;
230527;1000;20;;
230527;1100;23;;
230527;1200;25;;
230527;1300;25;;
230527;1400;31;;
230527;1500;34;;
230527;1600;26;;
230527;1700;29;;
230527;1800;29;;
230527;1900;33;;
230527;2000;37;;
230527;2100;42;;
230527;2200;31;;
230527;2300;24;;
230528;0000;17;;
230528;0100;18;;
230528;0200;21;;
230528;0300;19;;
230528;0400;13;;
230528;0500;11;;
230528;0600;7;;
230528;0700;6;;
230528;0800;9;;
230528;0900;15;;
230528;1000;15;;
230528;1100;15;;
230528;1200;22;;
230528;1300;28;;
230528;1400;33;;
230528;1500;61;;
230528;1600;54;;
230528;1700;64;;
230528;1800;60;;
230528;1900;61;;
230528;2000;64;;
230528;2100;57;;
230528;2200;41;;
230528;2300;65;;
230529;0000;59;;
230529;0100;53;;
230529;0200;48;;
230529;0300;53;;
230529;0400;53;;
230529;0500;40;;
230529;0600;26;;
230529;0700;46;;
230529;0800;53;;
230529;0900;42;;
230529;1000;44;;
230529;1100;51;;
230529;1200;43;;
230529;1300;35;;
230529;1400;42;;
230529;1500;56;;
230529;1600;64;;
230529;1700;52;;
230529;1800;61;;
230529;1900;56;;
230529;2000;48;;
230529;2100;54;;
230529;2200;35;;
230529;2300;30;;
230530;0000;21;;
230530;0100;15;;
230530;0200;16;;
230530;0300;13;;
230530;0400;13;;
230530;0500;14;;
230530;0600;11;;
230530;0700;11;;
230530;0800;20;;
230530;0900;24;;
230530;1000;24;;
230530;1100;43;;
230530;1200;26;;
230530;1300;54;;
230530;1400;64;;
230530;1500;84;;
230530;1600;70;;
230530;1700;85;;
230530;1800;79;;
230530;1900;80;;
230530;2000;76;;
230530;2100;73;;
230530;2200;60;;
230530;2300;48;;
230531;0000;59;;
230531;0100;52;;
230531;0200;39;;
230531;0300;19;;
230531;0400;21;;
230531;0500;18;;
230531;0600;17;;
230531;0700;15;;
230531;0800;25;;
230531;0900;27;;
230531;1000;30;;
230531;1100;33;;
230531;1200;43;;
230531;1300;56;;
230531;1400;65;;
230531;1500;46;;
230531;1600;67;;
230531;1700;44;;
230531;1800;41;;
230531;1900;50;;
230531;2000;51;;
230531;2100;54;;
230531;2200;46;;
230531;2300;41;;
230601;0000;27;;
230601;0100;18;;
230601;0200;20;;
230601;0300;23;;
230601;0400;9;;
230601;0500;5;;
230601;0600;3;;
230601;0700;7;;
230601;0800;12;;
230601;0900;21;;
230601;1000;25;;
230601;1100;39;;
230601;1200;68;;
230601;1300;40;;
230601;1400;25;;
230601;1500;27;;
230601;1600;30;;
230601;1700;24;;
230601;1800;33;;
230601;1900;35;;
230601;2000;32;;
230601;2100;34;;
230601;2200;33;;
230601;2300;36;;
230602;0000;31;;
230602;0100;30;;
230602;0200;24;;
230602;0300;35;;
230602;0400;21;;
230602;0500;17;;
230602;0600;17;;
230602;0700;16;;
230602;0800;28;;
230602;0900;30;;
230602;1000;28;;
230602;1100;20;;
230602;1200;21;;
230602;1300;7;;
230602;1400;10;;
230602;1500;12;;
230602;1600;31;;
230602;1700;30;;
230602;1800;30;;
230602;1900;29;;
230602;2000;34;;
230602;2100;37;;
230602;2200;33;;
230602;2300;34;;
230603;0000;36;;
230603;0100;32;;
230603;0200;25;;
230603;0300;23;;
230603;0400;24;;
230603;0500;21;;
230603;0600;21;;
230603;0700;20;;
230603;0800;18;;
230603;0900;23;;
230603;1000;25;;
230603;1100;25;;
230603;1200;24;;
230603;1300;23;;
230603;1400;19;;
230603;1500;22;;
230603;1600;25;;
230603;1700;18;;
230603;1800;18;;
230603;1900;20;;
230603;2000;27;;
230603;2100;20;;
230603;2200;28;;
230603;2300;27;;
230604;0000;26;;
230604;0100;20;;
230604;0200;19;;
230604;0300;20;;
230604;0400;23;;
230604;0500;16;;
230604;0600;19;;
230604;0700;13;;
230604;0800;11;;
230604;0900;12;;
230604;1000;15;;
230604;1100;19;;
230604;1200;19;;
230604;1300;23;;
230604;1400;19;;
230604;1500;25;;
230604;1600;25;;
230604;1700;32;;
230604;1800;40;;
230604;1900;29;;
230604;2000;34;;
230604;2100;30;;
230604;2200;22;;
230604;2300;20;;
230605;0000;15;;
230605;0100;16;;
230605;0200;14;;
230605;0300;16;;
230605;0400;24;;
230605;0500;19;;
230605;0600;13;;
230605;0700;17;;
230605;0800;20;;
230605;0900;14;;
230605;1000;15;;
230605;1100;19;;
230605;1200;17;;
230605;1300;26;;
230605;1400;33;;
230605;1500;39;;
230605;1600;35;;
230605;1700;44;;
230605;1800;42;;
230605;1900;42;;
230605;2000;38;;
230605;2100;32;;
230605;2200;32;;
230605;2300;19;;
230606;0000;20;;
230606;0100;16;;
230606;0200;17;;
230606;0300;15;;
230606;0400;8;;
230606;0500;9;;
230606;0600;27;;
230606;0700;15;;
230606;0800;22;;
230606;0900;24;;
230606;1000;27;;
230606;1100;29;;
230606;1200;32;;
230606;1300;25;;
230606;1400;46;;
230606;1500;42;;
230606;1600;51;;
230606;1700;50;;
230606;1800;53;;
230606;1900;52;;
230606;2000;58;;
230606;2100;42;;
230606;2200;35;;
230606;2300;22;;
230607;0000;20;;
230607;0100;11;;
230607;0200;12;;
230607;0300;10;;
230607;0400;7;;
230607;0500;8;;
230607;0600;7;;
230607;0700;8;;
230607;0800;20;;
230607;0900;16;;
230607;1000;10;;
230607;1100;23;;
230607;1200;35;;
230607;1300;28;;
230607;1400;17;;
230607;1500;15;;
230607;1600;21;;
230607;1700;27;;
230607;1800;27;;
230607;1900;31;;
230607;2000;29;;
230607;2100;24;;
230607;2200;22;;
230607;2300;26;;
230608;0000;18;;
230608;0100;18;;
230608;0200;23;;
230608;0300;23;;
230608;0400;17;;
230608;0500;21;;
230608;0600;20;;
230608;0700;25;;
230608;0800;21;;
230608;0900;23;;
230608;1000;35;;
230608;1100;38;;
230608;1200;37;;
230608;1300;29;;
230608;1400;30;;
230608;1500;33;;
230608;1600;31;;
230608;1700;22;;
230608;1800;17;;
230608;1900;15;;
230608;2000;22;;
230608;2100;19;;
230608;2200;10;;
230608;2300;15;;
230609;0000;17;;
230609;0100;19;;
230609;0200;13;;
230609;0300;18;;
230609;0400;15;;
230609;0500;13;;
230609;0600;14;;
230609;0700;18;;
230609;0800;21;;
230609;0900;14;;
230609;1000;20;;
230609;1100;9;;
230609;1200;13;;
230609;1300;10;;
230609;1400;6;;
230609;1500;3;;
230609;1600;5;;
230609;1700;5;;
230609;1800;;;
230609;1900;;;
230609;2000;;;
230609;2100;;;
230609;2200;;;
230609;2300;;;
230610;0000;;;
230610;0100;;;
230610;0200;;;
230610;0300;;;
230610;0400;;;
230610;0500;;;
230610;0600;;;
230610;0700;;;
230610;0800;;;
230610;0900;;;
230610;1000;;;
230610;1100;;;
230610;1200;15;;
230610;1300;21;;
230610;1400;17;;
230610;1500;17;;
230610;1600;22;;
230610;1700;18;;
230610;1800;17;;
230610;1900;20;;
230610;2000;19;;
230610;2100;19;;
230610;2200;20;;
230610;2300;16;;
230611;0000;9;;
230611;0100;13;;
230611;0200;9;;
230611;0300;13;;
230611;0400;9;;
230611;0500;13;;
230611;0600;9;;
230611;0700;12;;
230611;0800;12;;
230611;0900;13;;
230611;1000;21;;
230611;1100;22;;
230611;1200;27;;
230611;1300;44;;
230611;1400;42;;
230611;1500;38;;
230611;1600;47;;
230611;1700;48;;
230611;1800;47;;
230611;1900;44;;
230611;2000;44;;
230611;2100;37;;
230611;2200;38;;
230611;2300;28;;
230612;0000;24;;
230612;0100;19;;
230612;0200;20;;
230612;0300;16;;
230612;0400;18;;
230612;0500;16;;
230612;0600;8;;
230612;0700;14;;
230612;0800;20;;
230612;0900;12;;
230612;1000;24;;
230612;1100;13;;
230612;1200;25;;
230612;1300;29;;
230612;1400;10;;
230612;1500;27;;
230612;1600;38;;
230612;1700;39;;
230612;1800;35;;
230612;1900;27;;
230612;2000;23;;
230612;2100;17;;
230612;2200;15;;
230612;2300;8;;
230613;0000;7;;
230613;0100;7;;
230613;0200;9;;
230613;0300;5;;
230613;0400;1;;
230613;0500;3;;
230613;0600;4;;
230613;0700;6;;
230613;0800;8;;
230613;0900;9;;
230613;1000;12;;
230613;1100;9;;
230613;1200;;;
230613;1300;7;;
230613;1400;51;;
230613;1500;38;;
230613;1600;47;;
230613;1700;59;;
230613;1800;36;;
230613;1900;35;;
230613;2000;22;;
230613;2100;13;;
230613;2200;15;;
230613;2300;10;;
230614;0000;10;;
230614;0100;7;;
230614;0200;6;;
230614;0300;5;;
230614;0400;3;;
230614;0500;3;;
230614;0600;3;;
230614;0700;3;;
230614;0800;17;;
230614;0900;12;;
230614;1000;7;;
230614;1100;16;;
230614;1200;16;;
230614;1300;19;;
230614;1400;22;;
230614;1500;28;;
230614;1600;40;;
230614;1700;42;;
230614;1800;46;;
230614;1900;52;;
230614;2000;32;;
230614;2100;33;;
230614;2200;29;;
230614;2300;25;;
230615;0000;23;;
230615;0100;16;;
230615;0200;8;;
230615;0300;9;;
230615;0400;8;;
230615;0500;8;;
230615;0600;16;;
230615;0700;8;;
230615;0800;13;;
230615;0900;17;;
230615;1000;13;;
230615;1100;11;;
230615;1200;32;;
230615;1300;32;;
230615;1400;36;;
230615;1500;46;;
230615;1600;44;;
230615;1700;48;;
230615;1800;50;;
230615;1900;35;;
230615;2000;36;;
230615;2100;40;;
230615;2200;36;;
230615;2300;29;;
230616;0000;26;;
230616;0100;18;;
230616;0200;12;;
230616;0300;12;;
230616;0400;13;;
230616;0500;13;;
230616;0600;11;;
230616;0700;12;;
230616;0800;19;;
230616;0900;17;;
230616;1000;22;;
230616;1100;20;;
230616;1200;12;;
230616;1300;19;;
230616;1400;28;;
230616;1500;24;;
230616;1600;30;;
230616;1700;38;;
230616;1800;44;;
230616;1900;38;;
230616;2000;31;;
230616;2100;24;;
230616;2200;25;;
230616;2300;22;;
230617;0000;18;;
230617;0100;9;;
230617;0200;9;;
230617;0300;4;;
230617;0400;2;;
230617;0500;1;;
230617;0600;1;;
230617;0700;2;;
230617;0800;2;;
230617;0900;2;;
230617;1000;3;;
230617;1100;13;;
230617;1200;15;;
230617;1300;10;;
230617;1400;17;;
230617;1500;29;;
230617;1600;32;;
230617;1700;33;;
230617;1800;31;;
230617;1900;25;;
230617;2000;19;;
230617;2100;24;;
230617;2200;23;;
230617;2300;22;;
230618;0000;19;;
230618;0100;11;;
230618;0200;13;;
230618;0300;19;;
230618;0400;7;;
230618;0500;8;;
230618;0600;8;;
230618;0700;4;;
230618;0800;6;;
230618;0900;31;;
230618;1000;54;;
230618;1100;44;;
230618;1200;29;;
230618;1300;39;;
230618;1400;36;;
230618;1500;44;;
230618;1600;38;;
230618;1700;31;;
230618;1800;38;;
230618;1900;26;;
230618;2000;28;;
230618;2100;26;;
230618;2200;22;;
230618;2300;15;;
230619;0000;17;;
230619;0100;15;;
230619;0200;13;;
230619;0300;;;
230619;0400;21;;
230619;0500;17;;
230619;0600;23;;
230619;0700;26;;
230619;0800;30;;
230619;0900;34;;
230619;1000;30;;
230619;1100;33;;
230619;1200;30;;
230619;1300;31;;
230619;1400;33;;
230619;1500;29;;
230619;1600;40;;
230619;1700;36;;
230619;1800;39;;
230619;1900;43;;
230619;2000;37;;
230619;2100;36;;
230619;2200;41;;
230619;2300;42;;
230620;0000;38;;
230620;0100;35;;
230620;0200;34;;
230620;0300;32;;
230620;0400;27;;
230620;0500;31;;
230620;0600;24;;
230620;0700;28;;
230620;0800;38;;
230620;0900;39;;
230620;1000;41;;
230620;1100;43;;
230620;1200;48;;
230620;1300;50;;
230620;1400;55;;
230620;1500;60;;
230620;1600;41;;
230620;1700;38;;
230620;1800;41;;
230620;1900;41;;
230620;2000;42;;
230620;2100;36;;
230620;2200;37;;
230620;2300;28;;
230621;0000;24;;
230621;0100;27;;
230621;0200;24;;
230621;0300;23;;
230621;0400;22;;
230621;0500;22;;
230621;0600;25;;
230621;0700;25;;
230621;0800;27;;
230621;0900;29;;
230621;1000;30;;
230621;1100;35;;
230621;1200;31;;
230621;1300;42;;
230621;1400;34;;
230621;1500;13;;
230621;1600;24;;
230621;1700;35;;
230621;1800;40;;
230621;1900;35;;
230621;2000;32;;
230621;2100;20;;
230621;2200;1;;
230621;2300;1;;
230622;0000;2;;
230622;0100;20;;
230622;0200;24;;
230622;0300;39;;
230622;0400;21;;
230622;0500;1;;
230622;0600;2;;
230622;0700;8;;
230622;0800;11;;
230622;0900;12;;
230622;1000;7;;
230622;1100;6;;
230622;1200;1;;
230622;1300;9;;
230622;1400;7;;
230622;1500;4;;
230622;1600;4;;
230622;1700;3;;
230622;1800;4;;
230622;1900;8;;
230622;2000;11;;
230622;2100;7;;
230622;2200;5;;
230622;2300;3;;
230623;0000;1;;
230623;0100;1;;
230623;0200;2;;
230623;0300;2;;
230623;0400;1;;
230623;0500;1;;
230623;0600;1;;
230623;0700;6;;
230623;0800;5;;
230623;0900;5;;
230623;1000;3;;
230623;1100;6;;
230623;1200;4;;
230623;1300;7;;
230623;1400;13;;
230623;1500;;;
230623;1600;;;
230623;1700;9;;
230623;1800;4;;
230623;1900;1;;
230623;2000;10;;
230623;2100;6;;
230623;2200;2;;
230623;2300;1;;
230624;0000;1;;
230624;0100;1;;
230624;0200;1;;
230624;0300;1;;
230624;0400;1;;
230624;0500;1;;
230624;0600;5;;
230624;0700;6;;
230624;0800;3;;
230624;0900;1;;
230624;1000;1;;
230624;1100;1;;
230624;1200;3;;
230624;1300;6;;
230624;1400;13;;
230624;1500;11;;
230624;1600;10;;
230624;1700;19;;
230624;1800;17;;
230624;1900;17;;
230624;2000;19;;
230624;2100;19;;
230624;2200;18;;
230624;2300;11;;
230625;0000;9;;
230625;0100;6;;
230625;0200;9;;
230625;0300;11;;
230625;0400;12;;
230625;0500;18;;
230625;0600;10;;
230625;0700;10;;
230625;0800;7;;
230625;0900;16;;
230625;1000;16;;
230625;1100;18;;
230625;1200;20;;
230625;1300;16;;
230625;1400;35;;
230625;1500;31;;
230625;1600;38;;
230625;1700;33;;
230625;1800;25;;
230625;1900;20;;
230625;2000;21;;
230625;2100;25;;
230625;2200;19;;
230625;2300;23;;
230626;0000;13;;
230626;0100;20;;
230626;0200;19;;
230626;0300;13;;
230626;0400;10;;
230626;0500;11;;
230626;0600;11;;
230626;0700;14;;
230626;0800;13;;
230626;0900;20;;
230626;1000;23;;
230626;1100;19;;
230626;1200;20;;
230626;1300;18;;
230626;1400;20;;
230626;1500;17;;
230626;1600;22;;
230626;1700;18;;
230626;1800;21;;
230626;1900;19;;
230626;2000;24;;
230626;2100;34;;
230626;2200;15;;
230626;2300;9;;
230627;0000;7;;
230627;0100;5;;
230627;0200;1;;
230627;0300;1;;
230627;0400;1;;
230627;0500;4;;
230627;0600;3;;
230627;0700;5;;
230627;0800;10;;
230627;0900;7;;
230627;1000;8;;
230627;1100;6;;
230627;1200;3;;
230627;1300;15;;
230627;1400;33;;
230627;1500;29;;
230627;1600;32;;
230627;1700;29;;
230627;1800;28;;
230627;1900;25;;
230627;2000;29;;
230627;2100;30;;
230627;2200;22;;
230627;2300;16;;
230628;0000;6;;
230628;0100;12;;
230628;0200;9;;
230628;0300;6;;
230628;0400;4;;
230628;0500;2;;
230628;0600;2;;
230628;0700;2;;
230628;0800;8;;
230628;0900;11;;
230628;1000;12;;
230628;1100;16;;
230628;1200;27;;
230628;1300;22;;
230628;1400;26;;
230628;1500;28;;
230628;1600;27;;
230628;1700;31;;
230628;1800;23;;
230628;1900;40;;
230628;2000;33;;
230628;2100;30;;
230628;2200;14;;
230628;2300;15;;
230629;0000;11;;
230629;0100;9;;
230629;0200;7;;
230629;0300;5;;
230629;0400;4;;
230629;0500;5;;
230629;0600;2;;
230629;0700;1;;
230629;0800;4;;
230629;0900;9;;
230629;1000;5;;
230629;1100;4;;
230629;1200;11;;
230629;1300;12;;
230629;1400;14;;
230629;1500;27;;
230629;1600;33;;
230629;1700;47;;
230629;1800;36;;
230629;1900;31;;
230629;2000;34;;
230629;2100;26;;
230629;2200;25;;
230629;2300;14;;
230630;0000;17;;
230630;0100;6;;
230630;0200;8;;
230630;0300;7;;
230630;0400;4;;
230630;0500;4;;
230630;0600;5;;
230630;0700;11;;
230630;0800;12;;
230630;0900;7;;
230630;1000;11;;
230630;1100;10;;
230630;1200;12;;
230630;1300;11;;
230630;1400;23;;
230630;1500;23;;
230630;1600;64;;
230630;1700;59;;
230630;1800;54;;
230630;1900;49;;
230630;2000;42;;
230630;2100;34;;
230630;2200;23;;
230630;2300;18;;
230701;0000;13;;
230701;0100;8;;
230701;0200;3;;
230701;0300;6;;
230701;0400;5;;
230701;0500;6;;
230701;0600;5;;
230701;0700;3;;
230701;0800;5;;
230701;0900;5;;
230701;1000;4;;
230701;1100;7;;
230701;1200;4;;
230701;1300;2;;
230701;1400;8;;
230701;1500;15;;
230701;1600;24;;
230701;1700;20;;
230701;1800;30;;
230701;1900;26;;
230701;2000;34;;
230701;2100;35;;
230701;2200;35;;
230701;2300;24;;
230702;0000;27;;
230702;0100;24;;
230702;0200;25;;
230702;0300;20;;
230702;0400;26;;
230702;0500;30;;
230702;0600;21;;
230702;0700;20;;
230702;0800;20;;
230702;0900;25;;
230702;1000;32;;
230702;1100;31;;
230702;1200;30;;
230702;1300;31;;
230702;1400;32;;
230702;1500;36;;
230702;1600;39;;
230702;1700;46;;
230702;1800;37;;
230702;1900;43;;
230702;2000;41;;
230702;2100;42;;
230702;2200;33;;
230702;2300;40;;
230703;0000;33;;
230703;0100;20;;
230703;0200;12;;
230703;0300;8;;
230703;0400;6;;
230703;0500;4;;
230703;0600;8;;
230703;0700;8;;
230703;0800;8;;
230703;0900;14;;
230703;1000;12;;
230703;1100;14;;
230703;1200;20;;
230703;1300;35;;
230703;1400;44;;
230703;1500;34;;
230703;1600;19;;
230703;1700;29;;
230703;1800;34;;
230703;1900;32;;
230703;2000;26;;
230703;2100;12;;
230703;2200;9;;
230703;2300;13;;
230704;0000;9;;
230704;0100;10;;
230704;0200;5;;
230704;0300;1;;
230704;0400;4;;
230704;0500;11;;
230704;0600;11;;
230704;0700;11;;
230704;0800;17;;
230704;0900;16;;
230704;1000;26;;
230704;1100;29;;
230704;1200;20;;
230704;1300;28;;
230704;1400;46;;
230704;1500;37;;
230704;1600;21;;
230704;1700;9;;
230704;1800;6;;
230704;1900;5;;
230704;2000;10;;
230704;2100;14;;
230704;2200;10;;
230704;2300;15;;
230705;0000;16;;
230705;0100;11;;
230705;0200;21;;
230705;0300;19;;
230705;0400;22;;
230705;0500;23;;
230705;0600;23;;
230705;0700;24;;
230705;0800;35;;
230705;0900;32;;
230705;1000;20;;
230705;1100;24;;
230705;1200;26;;
230705;1300;23;;
230705;1400;15;;
230705;1500;13;;
230705;1600;20;;
230705;1700;10;;
230705;1800;9;;
230705;1900;10;;
230705;2000;13;;
230705;2100;12;;
230705;2200;17;;
230705;2300;16;;
230706;0000;11;;
230706;0100;18;;
230706;0200;10;;
230706;0300;9;;
230706;0400;11;;
230706;0500;12;;
230706;0600;12;;
230706;0700;11;;
230706;0800;8;;
230706;0900;16;;
230706;1000;9;;
230706;1100;17;;
230706;1200;25;;
230706;1300;22;;
230706;1400;21;;
230706;1500;22;;
230706;1600;25;;
230706;1700;32;;
230706;1800;32;;
230706;1900;34;;
230706;2000;33;;
230706;2100;29;;
230706;2200;28;;
230706;2300;26;;
230707;0000;22;;
230707;0100;17;;
230707;0200;15;;
230707;0300;16;;
230707;0400;12;;
230707;0500;13;;
230707;0600;16;;
230707;0700;17;;
230707;0800;24;;
230707;0900;21;;
230707;1000;19;;
230707;1100;14;;
230707;1200;43;;
230707;1300;43;;
230707;1400;61;;
230707;1500;49;;
230707;1600;31;;
230707;1700;34;;
230707;1800;32;;
230707;1900;26;;
230707;2000;29;;
230707;2100;40;;
230707;2200;42;;
230707;2300;37;;
230708;0000;31;;
230708;0100;28;;
230708;0200;28;;
230708;0300;24;;
230708;0400;16;;
230708;0500;9;;
230708;0600;8;;
230708;0700;6;;
230708;0800;3;;
230708;0900;1;;
230708;1000;19;;
230708;1100;17;;
230708;1200;12;;
230708;1300;14;;
230708;1400;25;;
230708;1500;30;;
230708;1600;35;;
230708;1700;34;;
230708;1800;22;;
230708;1900;20;;
230708;2000;22;;
230708;2100;21;;
230708;2200;27;;
230708;2300;28;;
230709;0000;31;;
230709;0100;23;;
230709;0200;26;;
230709;0300;23;;
230709;0400;26;;
230709;0500;33;;
230709;0600;26;;
230709;0700;24;;
230709;0800;22;;
230709;0900;23;;
230709;1000;23;;
230709;1100;23;;
230709;1200;21;;
230709;1300;25;;
230709;1400;29;;
230709;1500;27;;
230709;1600;30;;
230709;1700;28;;
230709;1800;26;;
230709;1900;33;;
230709;2000;30;;
230709;2100;25;;
230709;2200;19;;
230709;2300;14;;
230710;0000;9;;
230710;0100;5;;
230710;0200;7;;
230710;0300;3;;
230710;0400;6;;
230710;0500;5;;
230710;0600;5;;
230710;0700;6;;
230710;0800;3;;
230710;0900;7;;
230710;1000;13;;
230710;1100;14;;
230710;1200;9;;
230710;1300;9;;
230710;1400;33;;
230710;1500;34;;
230710;1600;21;;
230710;1700;25;;
230710;1800;27;;
230710;1900;30;;
230710;2000;33;;
230710;2100;26;;
230710;2200;25;;
230710;2300;26;;
230711;0000;24;;
230711;0100;26;;
230711;0200;34;;
230711;0300;25;;
230711;0400;26;;
230711;0500;33;;
230711;0600;32;;
230711;0700;23;;
230711;0800;24;;
230711;0900;26;;
230711;1000;20;;
230711;1100;18;;
230711;1200;35;;
230711;1300;42;;
230711;1400;37;;
230711;1500;36;;
230711;1600;29;;
230711;1700;25;;
230711;1800;34;;
230711;1900;20;;
230711;2000;15;;
230711;2100;21;;
230711;2200;14;;
230711;2300;6;;
230712;0000;5;;
230712;0100;3;;
230712;0200;3;;
230712;0300;4;;
230712;0400;1;;
230712;0500;8;;
230712;0600;5;;
230712;0700;2;;
230712;0800;5;;
230712;0900;7;;
230712;1000;6;;
230712;1100;2;;
230712;1200;1;;
230712;1300;2;;
230712;1400;2;;
230712;1500;4;;
230712;1600;5;;
230712;1700;2;;
230712;1800;3;;
230712;1900;3;;
230712;2000;2;;
230712;2100;4;;
230712;2200;4;;
230712;2300;3;;
230713;0000;6;;
230713;0100;6;;
230713;0200;4;;
230713;0300;2;;
230713;0400;3;;
230713;0500;2;;
230713;0600;6;;
230713;0700;6;;
230713;0800;2;;
230713;0900;1;;
230713;1000;6;;
230713;1100;12;;
230713;1200;13;;
230713;1300;9;;
230713;1400;6;;
230713;1500;24;;
230713;1600;29;;
230713;1700;31;;
230713;1800;24;;
230713;1900;22;;
230713;2000;30;;
230713;2100;10;;
230713;2200;8;;
230713;2300;5;;
230714;0000;4;;
230714;0100;4;;
230714;0200;4;;
230714;0300;;0;
230714;0400;;0;
230714;0500;;1;
230714;0600;;1;
230714;0700;;1;
230714;0800;10;;
230714;0900;12;;
230714;1000;14;;
230714;1100;12;;
230714;1200;21;;
230714;1300;22;;
230714;1400;22;;
230714;1500;35;;
230714;1600;36;;
230714;1700;44;;
230714;1800;50;;
230714;1900;42;;
230714;2000;40;;
230714;2100;27;;
230714;2200;46;;
230714;2300;38;;
230715;0000;33;;
230715;0100;34;;
230715;0200;29;;
230715;0300;23;;
230715;0400;47;;
230715;0500;48;;
230715;0600;46;;
230715;0700;68;;
230715;0800;;;
230715;0900;;;
230715;1000;;;
230715;1100;;;
230715;1200;37;;
230715;1300;59;;
230715;1400;54;;
230715;1500;51;;
230715;1600;;;
230715;1700;60;;
230715;1800;39;;
230715;1900;48;;
230715;2000;61;;
230715;2100;53;;
230715;2200;39;;
230715;2300;20;;
230716;0000;15;;
230716;0100;20;;
230716;0200;14;;
230716;0300;18;;
230716;0400;15;;
230716;0500;11;;
230716;0600;7;;
230716;0700;6;;
230716;0800;4;;
230716;0900;2;;
230716;1000;20;;
230716;1100;20;;
230716;1200;22;;
230716;1300;22;;
230716;1400;28;;
230716;1500;33;;
230716;1600;34;;
230716;1700;44;;
230716;1800;39;;
230716;1900;41;;
230716;2000;26;;
230716;2100;19;;
230716;2200;10;;
230716;2300;9;;
230717;0000;15;;
230717;0100;7;;
230717;0200;6;;
230717;0300;3;;
230717;0400;6;;
230717;0500;7;;
230717;0600;6;;
230717;0700;5;;
230717;0800;5;;
230717;0900;3;;
230717;1000;10;;
230717;1100;10;;
230717;1200;22;;
230717;1300;32;;
230717;1400;37;;
230717;1500;39;;
230717;1600;48;;
230717;1700;37;;
230717;1800;26;;
230717;1900;35;;
230717;2000;31;;
230717;2100;26;;
230717;2200;10;;
230717;2300;11;;
230718;0000;13;;
230718;0100;11;;
230718;0200;8;;
230718;0300;4;;
230718;0400;2;;
230718;0500;18;;
230718;0600;16;;
230718;0700;6;;
230718;0800;5;;
230718;0900;8;;
230718;1000;;;
230718;1100;;;
230718;1200;;;
230718;1300;;;
230718;1400;;;
230718;1500;;;
230718;1600;;;
230718;1700;48;;
230718;1800;30;;
230718;1900;24;;
230718;2000;21;;
230718;2100;24;;
230718;2200;13;;
230718;2300;8;;
230719;0000;2;;
230719;0100;14;;
230719;0200;11;;
230719;0300;9;;
230719;0400;7;;
230719;0500;4;;
230719;0600;11;;
230719;0700;12;;
230719;0800;8;;
230719;0900;17;;
230719;1000;21;;
230719;1100;9;;
230719;1200;25;;
230719;1300;15;;
230719;1400;18;;
230719;1500;19;;
230719;1600;22;;
230719;1700;31;;
230719;1800;28;;
230719;1900;26;;
230719;2000;20;;
230719;2100;;;
230719;2200;;;
230719;2300;;;
230720;0000;;;
230720;0100;;;
230720;0200;;;
230720;0300;;;
230720;0400;;;
230720;0500;;;
230720;0600;;;
230720;0700;;;
230720;0800;;;
230720;0900;;;
230720;1000;;;
230720;1100;;;
230720;1200;;;
230720;1300;;;
230720;1400;40;;
230720;1500;51;;
230720;1600;54;;
